Rank,University,Year,Points
2149,University of Sydney,2005,540.0
2150,Nihon Automobile College,2018,539.0
2151,University of Calgary,2018,539.0
2152,University of Guelph,2018,538.0
2153,Concordia University,2016,538.0
2154,University of California Berkeley,2013,537.0
2155,University of New South Wales - Australian Defence Force Academy,2010,537.0
2156,Marquette University,1995,537.0
2157,Georgia Southern University,2011,537.0
2158,University of Western Australia,2001,537.0
2159,McGill University,2001,536.0
2160,University of Manitoba,2009,536.0
2161,Honda Technical College Kansai,2016,536.0
2162,Milwaukee School of Engineering,1998,536.0
2163,Escola de Engenharia de São Carlos da Universidade de São Paulo,2011,536.0
2164,Kennesaw State University,1997,536.0
2165,Georgia Institute of Technology,2012,535.0
2166,University of Calgary,2017,535.0
2167,Clarkson University,1998,535.0
2168,Monash University,2004,535.0
2169,California State Polytechnic University Pomona,2003,535.0
2170,Tokyo University of Science,2012,535.0
2171,University of Thessaly,2021,535.0
2172,University of Illinois at Urbana-Champaign,2012,535.0
2173,Technische Hochschule Mittelhessen,2013,535.0
2174,Alma Mater Studiorum - Università di Bologna,2010,535.0
2175,Duke University,2013,534.0
2176,Kyoto University,2006,534.0
2177,The University of Tokyo,2014,534.0
2178,Northern Illinois University,2008,533.0
2179,Universidad Simón Bolívar,2011,533.0
2180,Université du Québec à Trois-Rivières,2014,532.0
2181,Rutgers The State University of New Jersey,1995,532.0
2182,Curtin University,2011,532.0
2183,École de Technologie Superieure,2002,532.0
2184,Georgia Institute of Technology,2019,532.0
2185,Aichi Institute of Technology,2018,532.0
2186,Tokai University,2012,531.0
2187,Bauman Moscow State Technical University,2014,531.0
2188,Kogakuin University,2014,531.0
2189,University of Victoria,2014,531.0
2190,University of Leeds,2010,531.0
2191,Centro Universitário Facens,2018,531.0
2192,Columbia University,2015,530.0
2193,Kyushu Institute of Technology,2010,530.0
2194,Yeungnam University College,2008,530.0
2195,Technische Universität Dresden,2008,530.0
2196,Duke University,2010,529.0
2197,University of California Berkeley,2012,529.0
2198,Osaka University,2019,529.0
2199,Université Laval,2008,528.0
2200,University of Yamanashi,2012,528.0
2201,Portland State University,2012,528.0
2202,TECNUN - University of Navarra,2012,528.0
2203,University of Maribor,2002,528.0
2204,Fachhochschule Dortmund,2010,527.0
2205,Delhi Technological University,2019,527.0
2206,Fachhochschule Aachen,2015,527.0
2207,University of Birmingham,2001,527.0
2208,The Ohio State University,1994,527.0
2209,University of Texas at San Antonio,2015,526.0
2210,San José State University,1992,526.0
2211,Milwaukee School of Engineering,2003,526.0
2212,Michigan Technological University,2001,526.0
2213,University of Wales Trinity Saint David,2011,526.0
2214,Duale Hochschule Baden-Württemberg Stuttgart,2011,526.0
2215,Kanazawa University,2003,525.0
2216,Waseda University,2016,525.0
2217,TAMK University of Applied Sciences,2014,525.0
2218,Kookmin University,2018,525.0
2219,Saginaw Valley State University,2015,524.0
2220,Northwestern University,2018,524.0
2221,University of Michigan - Ann Arbor,1998,524.0
2222,Kanazawa University,2004,524.0
2223,Brunel University London,2017,524.0
2224,Tongji University,2014,524.0
2225,Kogakuin University,2012,524.0
2226,Silesian University of Technology,2017,524.0
2227,Tokyo City University,2006,524.0
2228,University of Colorado at Boulder,2004,524.0
2229,The Ohio State University,1996,523.0
2230,Università degli Studi di Napoli Federico II,2019,523.0
2231,Queensland University of Technology,2011,523.0
2232,Shizuoka Institute of Science and Technology,2017,523.0
2233,Tokyo University of Agriculture and Technology,2015,522.0
2234,Kanazawa University,2009,522.0
2235,Swinburne University of Technology,2003,522.0
2236,Georgia Institute of Technology,2022,522.0
2237,Wroclaw University of Technology,2013,521.0
2238,Kyoto Institute of Technology,2009,521.0
2239,Tokyo City University,2004,521.0
2240,University of Idaho,2009,521.0
2241,Louisiana State University,2019,521.0
2242,Università della Calabria,2017,521.0
2243,Chungbuk National University,2010,520.0
2244,University of Leeds,2009,520.0
2245,University of Brescia,2014,520.0
2246,California State University Northridge,2019,520.0
2247,Worcester Polytechnic Institute,1999,520.0
2248,University of Thessaly,2017,520.0
2249,College of Science and Technology Nihon University,2003,520.0
2250,Cardiff University Wales,2021,520.0
2251,South Dakota State University,2012,520.0
2252,Kanazawa Institute of Technology,2015,520.0
2253,University of New Hampshire,2013,519.0
2254,Nagoya University,2015,519.0
2255,University of Leeds,2004,519.0
2256,University of Southampton,2021,519.0
2257,The Ohio State University,2009,519.0
2258,Luleå University of Technology,2006,519.0
2259,University of Melbourne,2011,518.0
2260,Duke University,2016,518.0
2261,Utsunomiya University,2007,518.0
2262,Escola de Engenharia de São Carlos da Universidade de São Paulo,2014,518.0
2263,Texas Tech University,2016,518.0
2264,University of Queensland,2002,518.0
2265,University of Kansas,2002,517.0
2266,Hochschule Bonn-Rhein-Sieg,2012,517.0
2267,TU Delft,2004,517.0
2268,Texas A&amp;M University,2005,517.0
2269,Ritsumeikan University,2005,517.0
2270,Hochschule Pforzheim,2015,517.0
2271,Tokai University,2017,517.0
2272,University of Cincinnati,2017,516.0
2273,National University of Singapore,2009,516.0
2274,Massachusetts Institute of Technology,2005,516.0
2275,Saginaw Valley State University,2018,516.0
2276,University of Victoria,2005,515.0
2277,Siam University,2011,515.0
2278,University of Texas at Austin,2001,515.0
2279,Rheinisch-Westfälische Technische Hochschule Aachen,2006,515.0
2280,Hiroshima University,2013,515.0
2281,University of Wisconsin-Madison,2006,514.0
2282,Edith Cowan University,2015,514.0
2283,Hochschule für Technik und Wirtschaft Berlin,2007,514.0
2284,Budapest University of Technology and Economics,2010,514.0
2285,Tokyo Denki University,2014,514.0
2286,Ryerson University,2004,514.0
2287,Universidade Estadual de Campinas,2009,513.0
2288,University of Ontario Institute of Technology,2008,513.0
2289,University of Texas at Arlington,1999,513.0
2290,Fachhochschule Stralsund,2003,513.0
2291,TECNUN - University of Navarra,2016,513.0
2292,University of Texas at Austin,2017,513.0
2293,California State Polytechnic University - San Luis Obispo,2015,512.0
2294,Honda Technical College Kanto,2018,512.0
2295,Hope College,2019,512.0
2296,Pennsylvania State University,2016,512.0
2297,California State University Sacramento,2007,512.0
2298,University of British Columbia - Vancouver,2016,512.0
2299,Beijing Institute of Technology,2011,512.0
2300,Drexel University,2010,512.0
2301,University of Kansas,2003,511.0
2302,Meisei University,2007,511.0
2303,The Ohio State University,2010,511.0
2304,Chiba University,2010,511.0
2305,Swinburne University of Technology,2008,511.0
2306,Technical University of Munich,2004,511.0
2307,Shizuoka Institute of Science and Technology,2019,511.0
2308,College of Science and Technology Nihon University,2010,510.0
2309,Oxford Brookes University,2002,510.0
2310,United States Naval Academy,2016,510.0
2311,Wayne State University,2022,510.0
2312,University of Wisconsin-Platteville,2014,510.0
2313,Rutgers The State University of New Jersey,2010,510.0
2314,University of Southern California,2017,509.0
2315,Ritsumeikan University,2013,509.0
2316,Drexel University,1996,509.0
2317,California State University Fullerton,2011,509.0
2318,Technische Universität Dortmund,2011,509.0
2319,The University of Michigan-Dearborn,2006,509.0
2320,University of California Berkeley,2017,508.0
2321,Kyoto University,2018,508.0
2322,Cedarville University,2009,508.0
2323,Ryerson University,2016,508.0
2324,Niigata University,2011,508.0
2325,Australian National University,2001,507.0
2326,University of North Carolina at Charlotte,2022,507.0
2327,University of California Berkeley,2015,507.0
2328,University of Melbourne,2009,507.0
2329,VŠB - Technical University of Ostrava,2018,506.0
2330,University of Waterloo,2017,506.0
2331,University of Glasgow,2018,506.0
2332,University of Wollongong,2014,505.0
2333,National University of Singapore,2014,505.0
2334,Villanova University,2010,505.0
2335,Nippon Institute of Technology,2014,505.0
2336,University of Auckland,2008,505.0
2337,Kansas State University,2022,504.0
2338,National University of Singapore,2011,504.0
2339,R.V.College of Engineering,2018,503.0
2340,Georgia Institute of Technology,2013,503.0
2341,Oregon State University,1998,503.0
2342,Vanderbilt University,2007,503.0
2343,Hochschule Niederrhein,2018,503.0
2344,University of Central Lancashire,2007,503.0
2345,Rensselaer Polytechnic Institute,2006,502.0
2346,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,2009,502.0
2347,Dartmouth College,2003,502.0
2348,Centro Federal de Educação Tecnológica de Minas Gerais,2018,502.0
2349,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,2010,502.0
2350,University of Oklahoma,2016,502.0
2351,Edith Cowan University,2019,502.0
2352,University of Alabama,2016,502.0
2353,Waseda University,2019,502.0
2354,Kyoto University,2011,502.0
2355,Universidad Europea de Madrid,2014,502.0
2356,Rensselaer Polytechnic Institute,2018,501.0
2357,Carnegie Mellon University,2005,501.0
2358,University of New South Wales - Australian Defence Force Academy,2019,501.0
2359,North Carolina State University,2012,501.0
2360,Tongji University,2016,500.0
2361,Monash University,2002,500.0
2362,Clarkson University,2001,500.0
2363,University Of Hertfordshire,2002,500.0
2364,University of Florida,2009,499.0
2365,The Ohio State University,2002,499.0
2366,Czech Technical University in Prague,2010,499.0
2367,McGill University,1995,499.0
2368,Kyoto Institute of Technology,2019,499.0
2369,California State University Northridge,2018,499.0
2370,University of Burgundy - ISAT,2004,499.0
2371,University of Washington,1996,499.0
2372,University of Washington,2003,498.0
2373,Università degli Studi di Parma,2016,498.0
2374,California State Polytechnic University - San Luis Obispo,2014,498.0
2375,University of Southern California,2003,498.0
2376,Carleton University,2007,498.0
2377,Karlstad University,2011,498.0
2378,University of North Carolina at Charlotte,2016,498.0
2379,École de Technologie Superieure,2017,497.0
2380,Yokohama National University,2012,497.0
2381,Shizuoka Institute of Science and Technology,2008,497.0
2382,Universidade de Lisboa - Instituto Superior Técnico,2005,497.0
2383,University of Aberdeen,2009,497.0
2384,Warsaw University of Technology,2014,497.0
2385,University of Zagreb,2018,496.0
2386,Duale Hochschule Baden-Württemberg Ravensburg,2006,496.0
2387,Kyoto University,2019,496.0
2388,Shizuoka Institute of Science and Technology,2014,496.0
2389,California State University Northridge,2010,496.0
2390,Prince of Songkla University,2018,496.0
2391,Fachhochschule Hannover,2011,496.0
2392,Ulm University of Applied Sciences,2012,496.0
2393,Tokyo City University,2007,496.0
2394,Utsunomiya University,2005,496.0
2395,Colorado School of Mines,2017,495.0
2396,Kinki University,2011,495.0
2397,Technical University of Liberec,2017,495.0
2398,Tallinn TU UAS,2008,495.0
2399,Tokyo City University,2015,495.0
2400,Cardiff University Wales,2022,495.0
2401,Brunel University London,2006,494.0
2402,University of Pittsburgh,2009,494.0
2403,Okayama University of Science,2018,494.0
2404,Kanazawa Institute of Technology,2007,494.0
2405,Brown University,2007,494.0
2406,Texas A&amp;M University,2022,494.0
2407,Aichi Institute of Technology,2019,494.0
2408,National Tsing Hua University,2017,494.0
2409,Universidad Simón Bolívar,2012,493.0
2410,Kettering University,2006,493.0
2411,University of Southern California,2005,493.0
2412,University of Oklahoma,2002,493.0
2413,University of Liverpool,2015,493.0
2414,Southern Methodist University,2017,493.0
2415,Kansas State University,2013,492.0
2416,University of Birmingham,2012,492.0
2417,University of Glasgow,2019,492.0
2418,Meijo University,2014,492.0
2419,Democritus University of Thrace,2021,492.0
2420,Western University,1997,492.0
2421,Saarland University,2013,492.0
2422,Universidade Federal de Minas Gerais,2013,492.0
2423,Fachhochschule München,2008,492.0
2424,Technical University of Munich,2005,492.0
2425,Kinki University,2012,492.0
2426,Michigan State University,2017,492.0
2427,University of West Bohemia,2016,491.0
2428,University of Wolverhampton,2017,491.0
2429,Australian National University,2005,491.0
2430,Kyoto University,2012,491.0
2431,University of New South Wales - Australian Defence Force Academy,2013,491.0
2432,University of Southampton,2017,491.0
2433,The Ohio State University,2008,491.0
2434,Cornell University,2000,491.0
2435,University of Alberta,2008,491.0
2436,Purdue University - West Lafayette,2019,491.0
2437,University of Canterbury,2013,491.0
2438,Thai-Nichi Institute of Technology,2010,490.0
2439,Honda Technical College Kanto,2017,490.0
2440,Pennsylvania State University,2022,490.0
2441,Milwaukee School of Engineering,2002,490.0
2442,University of the West of England,2021,490.0
2443,Hunan University,2015,489.0
2444,University of Southern Denmark,2011,489.0
2445,Stevens Institute of Technology,1994,489.0
2446,King Mongkut's University of Technology Thonburi,2010,488.0
2447,Indiana University – Purdue University Indianapolis,2014,488.0
2448,Duke University,2017,488.0
2449,University of Adelaide,2011,488.0
2450,Kingston University,2021,488.0
2451,Honda Technical College Kansai,2015,487.0
2452,University of North Texas,2014,487.0
2453,Yeungnam University College,2009,487.0
2454,Osaka City University,2012,487.0
2455,Rochester Institute of Technology,2000,487.0
2456,University of Michigan - Ann Arbor,1997,487.0
2457,Osaka City University,2006,487.0
2458,University of South Florida,2016,486.0
2459,Kettering University,2010,486.0
2460,Recinto Universitario de Mayagüez,2019,486.0
